ID_ECK,ID_b,ID_JW,name,strain_loc_plate,strain_loc_column,strain_loc_row,category_strain_1_odd_plate,category_strain_2_even_plate,comment
ECK1450,b1456,JW1451,rhsE,"79, 80",H,6,verified,verified,
ECK1451,b1457,JW1452,ydcD,"13, 14",G,12,verified,verified,
ECK1452,b1458,JW1453,yncI,"13, 14",H,12,verified,verified,
ECK1453,b1459,JW5237,yncM,"77, 78",A,1,verified,verified,
ECK1454,b1460,JW1455,ydcC,"79, 80",B,7,mixture,mixture,
ECK1455,b1461,JW1456,ydcE,"15, 16",A,1,verified,verified,
ECK1456,b1462,JW1457,yddH,"23, 24",F,3,verified,verified,
ECK1457,b1463,JW1458,nhoA,"63, 64",E,2,verified,verified,
ECK1458,b1464,JW1459,yddE,"21, 22",G,6,verified,verified,
ECK1459,b1465,JW1460,narV,"49, 50",G,12,verified,verified,
ECK1460,b1466,JW1461,narW,"49, 50",H,12,verified,verified,
ECK1461,b1467,JW1462,narY,"51, 52",A,1,verified,verified,
ECK1462,b1468,JW1463,narZ,"51, 52",B,1,verified,verified,
ECK1463,b1469,JW1464,narU,"79, 80",A,11,verified,verified,
ECK1464,b1470,JW1466,yddJ,"31, 32",A,11,verified,verified,
ECK1465,b1471,JW1467,yddK,"31, 32",B,11,verified,verified,
ECK1466,b1472,JW1468,yddL,"15, 16",B,1,verified,verified,
ECK1467,b1473,JW1469,yddG,"15, 16",C,1,verified,verified,
ECK1468,b1474,JW1470,fdnG,"51, 52",C,1,verified,verified,
ECK1469,b1475,JW1471,fdnH,"83, 84",F,12,verified,verified,
ECK1470,b1476,JW1472,fdnI,"51, 52",D,1,verified,verified,
ECK1471,b1477,JW5908,yddM,"87, 88",A,9,verified,verified,
ECK1472,b1478,JW1474,adhP,"59, 60",G,9,verified,verified,
ECK1473,b1479,JW5238,sfcA,"77, 78",B,1,verified,verified,
ECK1474,b1480,JW5962,sra,"57, 58",E,5,verified,verified,
ECK1475,b1481,JW5239,bdm,"77, 78",C,1,verified,verified,
ECK1476,b1482,JW1477,osmC,"45, 46",C,10,verified,verified,
ECK1477,b1483,JW1478,ddpF,"55, 56",B,6,verified,verified,
ECK1478,b1484,JW1479,ddpD,"55, 56",C,6,verified,verified,
ECK1479,b1485,JW1480,ddpC,"55, 56",D,6,verified,verified,
ECK1480,b1486,JW1481,ddpB,"55, 56",E,6,verified,verified,
ECK1481,b1487,JW5240,ddpA,"77, 78",D,1,verified,verified,
ECK1482,b1488,JW1483,ddpX,"19, 20",F,3,verified,verified,
ECK1483,b1489,JW1484,dos,"65, 66",C,5,verified,verified,
ECK1484,b1490,JW5241,yddV,"77, 78",E,1,verified,verified,
ECK1485,b1491,JW1486,yddW,"23, 24",C,10,verified,verified,
ECK1486,b1492,JW1487,gadC,"55, 56",F,6,verified,verified,
ECK1487,b1493,JW1488,gadB,"47, 48",G,4,mixture,mixture,
ECK1488,b1494,JW1489,pqqL,"9, 10",A,1,verified,verified,
ECK1489,b1495,JW1490,yddB,"55, 56",G,6,verified,verified,
ECK1490,b1496,JW5242,yddA,"67, 68",D,10,verified,verified,
ECK1491,b1497,JW1492,ydeM,"59, 60",H,9,verified,verified,
ECK1492,b1498,JW5243,ydeN,"77, 78",F,1,verified,verified,
ECK1493,b1499,JW1494,ydeO,"81, 82",C,3,verified,verified,
ECK1494,b1501,JW1495,ydeP,"81, 82",B,6,verified,verified,
ECK1495,b1502,JW1496,ydeQ,"45, 46",A,1,verified,verified,
ECK1496,b1503,JW1497,ydeR,"83, 84",D,9,verified,verified,
ECK1497,b1504,JW1498,ydeS,"29, 30",F,3,verified,verified,
ECK1498,b1505,JW1499,ydeT,"7, 8",E,5,verified,verified,
ECK1499,b1506,JW5244,yneL,"67, 68",E,10,verified,verified,
ECK1500,b1507,JW1500,hipA,"45, 46",B,1,verified,verified,
ECK1501,b1508,JW1501,hipB,"89, 90",A,6,verified,verified,
ECK1502,b1509,JW1502,ydeU,"7, 8",H,1,verified,verified,
ECK1503,b1510,JW1503,ydeK,"31, 32",C,11,verified,verified,
ECK1504,b1511,JW1504,ydeV,"81, 82",D,3,verified,verified,
ECK1505,b1512,JW1505,ydeW,"29, 30",G,3,verified,verified,
ECK1506,b1513,JW1506,ego,"55, 56",H,6,verified,verified,
ECK1507,b1514,JW1507,lsrC,"29, 30",H,3,verified,verified,
ECK1508,b1515,JW1508,lsrD,"29, 30",A,4,verified,verified,
ECK1509,b1516,JW1509,lsrB,"29, 30",B,4,verified,verified,
ECK1510,b1517,JW1510,lsrF,"21, 22",E,3,verified,verified,
ECK1511,b1518,JW1511,lsrG,"81, 82",G,8,verified,verified,
ECK1512,b1519,JW1512,tam,"51, 52",E,1,verified,verified,
ECK1513,b1520,JW5245,yneE,"77, 78",G,1,verified,verified,
ECK1514,b1521,JW1514,uxaB,"51, 52",F,1,verified,verified,
ECK1515,b1522,JW5825,yneF,"87, 88",B,9,verified,verified,
ECK1516,b1523,JW1516,yneG,"15, 16",E,1,verified,verified,
ECK1517,b1524,JW1517,yneH,"29, 30",C,4,verified,verified,
ECK1518,b1525,JW5247,yneI,"77, 78",H,1,verified,verified,
ECK1519,b1526,JW1519,yneJ,"29, 30",D,4,verified,verified,
ECK1520,b1527,JW1520,yneK,"15, 16",F,1,verified,verified,
ECK1521,b1528,JW1521,ydeA,"55, 56",A,7,verified,use other isolate ,
ECK1522,b1529,JW1522,marC,"89, 90",H,5,verified,verified,
ECK1523,b1530,JW5248,marR,"77, 78",A,2,verified,verified,
ECK1524,b1531,JW5249,marA,"77, 78",B,2,verified,verified,
ECK1525,b1532,JW1525,marB,"63, 64",F,2,verified,verified,
ECK1526,b1533,JW5250,eamA,"77, 78",C,2,verified,verified,
ECK1527,b1534,JW1527,ydeE,"23, 24",E,10,verified,verified,
ECK1528,b1535,JW1528,ydeH,"81, 82",C,6,verified,verified,
ECK1529,b1536,JW1529,ydeI,"17, 18",G,2,verified,verified,
ECK1530,b1537,JW1530,ydeJ,"19, 20",G,9,verified,verified,
ECK1531,b1538,JW1531,dcp,"83, 84",H,2,verified,verified,
ECK1532,b1539,JW1532,ydfG,"49, 50",G,2,verified,verified,
ECK1533,b1540,JW1533,ydfH,"29, 30",E,4,verified,verified,
ECK1534,b1541,JW1534,ydfZ,"15, 16",G,1,verified,use other isolate ,
ECK1535,b1542,JW1535,ydfI,"29, 30",F,4,verified,verified,
ECK1536,b1543,JW1536,ydfJ,"81, 82",E,4,verified,verified,
ECK1537,b1544,JW1537,ydfK,"91, 92",F,1,NA,NA,"1st-external, prophage(multiple genes)"
ECK1538,b1545,JW1538,pinQ,"63, 64",G,2,NA,NA,"1st-external, prophage(multiple genes)"
ECK1539,b1546,JW1539,tfaQ,"15, 16",H,1,NA,NA,"1st-external, prophage(multiple genes)"
ECK1540,b1547,JW1540,stfQ,"25, 26",D,4,verified,verified,
ECK1541,b1548,JW1541,nohA,"65, 66",D,5,mixture,mixture,
ECK1542,b4533,JW5251,ynfO,"67, 68",F,10,verified,verified,
ECK1543,b1549,JW5252,ydfO,"77, 78",D,2,verified,verified,
ECK1544,b1550,JW5253,gnsB,"77, 78",E,2,verified,verified,
ECK1545,b1551,JW5254,ynfN,"67, 68",G,10,verified,verified,
ECK1546,b1552,JW1544,cspI,"63, 64",H,2,verified,verified,
ECK1547,b1553,JW1545,ydfP,"15, 16",B,2,verified,verified,
ECK1548,b1554,JW1546,ydfQ,"29, 30",G,4,verified,verified,
ECK1549,b1555,JW1547,ydfR,"11, 12",G,5,verified,verified,
ECK1550,b1556,JW5255,essQ,"77, 78",F,2,verified,verified,
ECK1551,b1557,JW1549,cspB,"63, 64",A,3,verified,verified,
ECK1552,b1558,JW1550,cspF,"63, 64",B,3,verified,verified,
ECK1553,b1559,JW1551,ydfT,"25, 26",E,4,verified,verified,
ECK1554,b1560,JW5909,ydfU,"11, 12",H,5,verified,verified,
ECK1555,b1561,JW1553,rem,"81, 82",F,4,verified,verified,
ECK1556,b1562,JW1554,hokD,"81, 82",G,4,verified,verified,
ECK1557,b1563,JW1555,relE,"81, 82",H,4,verified,verified,
ECK1558,b1564,JW1556,relB,"53, 54",A,9,verified,verified,
ECK1559,b1565,JW1557,ydfV,"31, 32",E,11,verified,verified,
ECK1560,b1566,JW1558,flxA,"29, 30",H,4,verified,verified,
ECK1561,b1567,JW1559,ydfW,"89, 90",A,7,verified,verified,
ECK1562,b1568,JW1560,ydfX,"11, 12",A,6,verified,verified,
ECK1563,b1569,JW1561,dicC,"45, 46",D,10,verified,verified,
ECK1565,b1571,JW1563,ydfA,"11, 12",B,6,verified,verified,
ECK1567,b1573,JW1565,ydfC,"11, 12",C,6,verified,verified,
ECK1569,b1575,JW1566,dicB,"45, 46",E,10,mixture,mixture,
ECK1570,b1576,JW1567,ydfD,"11, 12",D,6,verified,verified,
ECK1571,b1577,JW1568,ydfE,"83, 84",H,1,verified,verified,
ECK1573,b1579,JW1571,intQ,"65, 66",E,5,verified,verified,
ECK1574,b4534,JW5257,ynfP,"67, 68",H,10,verified,verified,1st-external
ECK1575,b1580,JW1572,rspB,"79, 80",G,10,verified,verified,
ECK1576,b1581,JW1573,rspA,"63, 64",C,3,verified,verified,
ECK1577,b1582,JW1574,ynfA,"17, 18",E,12,verified,verified,
ECK1578,b1583,JW1575,ynfB,"11, 12",E,6,verified,verified,
ECK1579,b1584,JW1576,speG,"41, 42",D,6,verified,verified,
ECK1580,b1585,JW5258,ynfC,"89, 90",F,11,verified,verified,
ECK1581,b1586,JW5259,ynfD,"89, 90",G,11,verified,verified,
ECK1582,b1587,JW1579,ynfE,"51, 52",G,1,verified,verified,
ECK1583,b1588,JW5260,ynfF,"67, 68",A,11,verified,verified,
ECK1584,b1589,JW1581,ynfG,"51, 52",H,1,verified,verified,
ECK1585,b1590,JW5261,ynfH,"67, 68",B,11,verified,verified,
ECK1586,b1591,JW5262,dmsD,"89, 90",H,6,verified,verified,
ECK1587,b1592,JW5263,clcB,"77, 78",H,2,verified,verified,
ECK1588,b1593,JW5264,ynfK,"67, 68",C,11,verified,verified,
ECK1589,b1594,JW1586,dgsA,"61, 62",D,8,verified,verified,
ECK1590,b1595,JW1587,ynfL,"7, 8",A,9,verified,verified,
ECK1591,b1596,JW1588,ynfM,"29, 30",A,5,verified,verified,
ECK1592,b1597,JW5826,asr,"87, 88",C,9,verified,verified,
ECK1593,b1598,JW1590,ydgD,"11, 12",G,6,verified,verified,
ECK1594,b1599,JW1591,mdtI,"83, 84",A,2,verified,verified,
ECK1595,b1600,JW1592,mdtJ,"29, 30",B,5,verified,verified,
ECK1596,b1601,JW1593,ydgG,"23, 24",C,5,verified,verified,
ECK1597,b1602,JW1594,pntB,"47, 48",H,4,verified,verified,
ECK1598,b1603,JW1595,pntA,"47, 48",A,5,verified,verified,
ECK1599,b1604,JW1596,ydgH,"11, 12",H,6,use other isolate ,verified,
ECK1600,b1605,JW1597,ydgI,"55, 56",B,7,verified,verified,
ECK1601,b1606,JW1598,folM,"29, 30",C,5,verified,verified,
ECK1602,b1607,JW1599,ydgC,"11, 12",A,7,verified,verified,
ECK1603,b1608,JW1600,rstA,"3, 4",F,10,verified,verified,
ECK1604,b1609,JW1601,rstB,"3, 4",G,10,verified,verified,
ECK1605,b1610,JW1602,tus,"39, 40",G,7,verified,verified,
ECK1606,b1611,JW1603,fumC,"3, 4",F,2,verified,verified,
ECK1607,b1612,JW1604,fumA,"3, 4",G,2,verified,verified,
ECK1608,b1613,JW1605,manA,"51, 52",A,2,verified,verified,
ECK1609,b1614,JW1606,ydgA,"17, 18",H,2,verified,verified,
ECK1610,b1615,JW1607,uidC,"67, 68",E,2,verified,verified,
ECK1611,b1616,JW1608,uidB,"51, 52",B,2,verified,verified,
ECK1612,b1617,JW1609,uidA,"51, 52",C,2,verified,verified,
ECK1613,b1618,JW1610,uidR,"1, 2",B,9,verified,verified,
ECK1614,b1619,JW1611,hdhA,"47, 48",B,5,verified,verified,
ECK1615,b1620,JW1612,malI,"1, 2",H,5,verified,verified,
ECK1616,b1621,JW1613,malX,"55, 56",C,7,verified,verified,
ECK1617,b1622,JW1614,malY,"51, 52",D,2,verified,verified,
ECK1618,b1623,JW1615,add,"53, 54",E,2,verified,verified,
ECK1619,b1624,JW5265,ydgJ,"77, 78",A,3,verified,verified,
ECK1620,b4409,JW5963,blr,"85, 86",D,9,verified,verified,
ECK1621,b1625,JW1617,ydgT,"11, 12",B,7,verified,verified,
ECK1622,b1626,JW1618,ydgK,"11, 12",C,7,verified,verified,
ECK1623,b1627,JW1619,rsxA,"19, 20",G,3,verified,verified,
ECK1624,b1628,JW1620,rsxB,"51, 52",E,2,verified,verified,
ECK1625,b1629,JW1621,rsxC,"81, 82",D,6,verified,verified,
ECK1626,b1630,JW1622,rsxD,"51, 52",F,2,verified,verified,
ECK1627,b1631,JW1623,rsxG,"17, 18",A,3,verified,verified,
ECK1628,b1632,JW1624,rsxE,"51, 52",G,2,verified,verified,
ECK1629,b1633,JW1625,nth,"53, 54",F,2,verified,verified,
ECK1630,b1634,JW1626,ydgR,"19, 20",H,3,verified,verified,
ECK1631,b1635,JW1627,gst,"31, 32",F,2,verified,verified,
ECK1632,b1636,JW1628,pdxY,"43, 44",H,4,verified,verified,
ECK1634,b1638,JW1630,pdxH,"93, 94",C,1,verified,verified,
ECK1635,b1639,JW1631,ydhA,"11, 12",D,7,verified,verified,
ECK1636,b1640,JW1632,ydhH,"19, 20",A,4,verified,verified,
ECK1637,b1641,JW1633,slyB,"45, 46",C,1,verified,verified,
ECK1638,b1642,JW5267,slyA,"77, 78",B,3,verified,verified,
ECK1639,b1643,JW1635,ydhI,"31, 32",F,11,verified,verified,
ECK1640,b1644,JW1636,ydhJ,"23, 24",F,10,verified,verified,
ECK1641,b1645,JW1637,ydhK,"11, 12",E,7,verified,verified,
ECK1642,b1646,JW1638,sodC,"31, 32",B,3,verified,verified,
ECK1643,b1647,JW1639,ydhF,"29, 30",E,5,verified,verified,
ECK1644,b1648,JW5827,ydhL,"87, 88",D,9,verified,verified,
ECK1645,b1649,JW5874,ydhM,"89, 90",D,12,verified,verified,
ECK1646,b1650,JW1642,nemA,"63, 64",D,3,verified,verified,
ECK1647,b1651,JW1643,gloA,"47, 48",C,5,verified,verified,
ECK1648,b1652,JW1644,rnt,"5, 6",F,4,verified,verified,
ECK1649,b1653,JW1645,lhr,"7, 8",E,9,verified,verified,
ECK1650,b1654,JW1646,ydhD,"23, 24",G,10,verified,verified,
ECK1651,b1655,JW5270,ydhO,"77, 78",E,3,verified,verified,
ECK1652,b1656,JW1648,sodB,"31, 32",A,3,verified,verified,
ECK1653,b1657,JW1649,ydhP,"29, 30",G,5,verified,verified,
ECK1654,b1658,JW1650,purR,"1, 2",H,7,verified,verified,
ECK1655,b1659,JW1651,ydhB,"79, 80",F,9,verified,verified,
ECK1656,b1660,JW1652,ydhC,"23, 24",A,11,verified,verified,
ECK1657,b1661,JW1653,cfa,"49, 50",H,2,verified,verified,
ECK1659,b1663,JW1655,mdtK,"23, 24",B,11,verified,verified,
ECK1660,b1664,JW1656,ydhQ,"91, 92",D,1,use other isolate ,verified,1st-external
ECK1663,b1667,JW1657,ydhR,"11, 12",G,7,verified,verified,
ECK1664,b1668,JW1658,ydhS,"11, 12",H,7,verified,verified,
ECK1665,b1669,JW1659,ydhT,"11, 12",A,8,verified,verified,
ECK1666,b1670,JW1660,ydhU,"45, 46",D,1,verified,verified,
ECK1667,b1671,JW5271,ydhX,"67, 68",E,11,verified,verified,
ECK1668,b1672,JW1662,ydhW,"11, 12",B,8,verified,verified,
ECK1669,b1673,JW5272,ydhV,"77, 78",F,3,verified,verified,
ECK1670,b1674,JW1664,ydhY,"23, 24",C,11,verified,verified,
ECK1671,b1675,JW1665,ydhZ,"81, 82",F,10,verified,verified,
ECK1672,b1676,JW1666,pykF,"3, 4",H,2,verified,verified,
ECK1673,b1677,JW1667,lpp,"31, 32",C,2,verified,verified,
ECK1674,b1678,JW1668,ynhG,"81, 82",E,6,verified,verified,
ECK1675,b1679,JW1669,sufE,"17, 18",F,9,verified,verified,
ECK1676,b1680,JW1670,sufS,"63, 64",E,3,verified,verified,
ECK1677,b1681,JW1671,sufD,"81, 82",F,6,verified,verified,
ECK1678,b1682,JW1672,sufC,"29, 30",H,5,verified,verified,
ECK1679,b1683,JW5273,sufB,"77, 78",G,3,verified,verified,
ECK1680,b1684,JW1674,sufA,"19, 20",A,11,verified,verified,
ECK1682,b1685,JW1675,ydiH,"11, 12",C,8,verified,verified,
ECK1683,b1686,JW1676,ydiI,"81, 82",F,8,verified,verified,
ECK1684,b1687,JW1677,ydiJ,"29, 30",G,9,verified,verified,
ECK1685,b1688,JW1678,ydiK,"81, 82",E,7,verified,verified,
ECK1688,b1690,JW1680,ydiM,"23, 24",E,11,verified,verified,
ECK1689,b1691,JW5274,ydiN,"23, 24",F,11,verified,use other isolate ,
ECK1690,b1692,JW1682,ydiB,"23, 24",A,4,verified,verified,
ECK1691,b1693,JW1683,aroD,"41, 42",E,6,mixture,mixture,
ECK1692,b1694,JW1684,ydiF,"21, 22",F,4,verified,verified,
ECK1693,b1695,JW5275,ydiO,"77, 78",H,3,verified,verified,
ECK1694,b1696,JW1686,ydiP,"23, 24",G,11,verified,verified,
ECK1695,b1697,JW5276,ydiQ,"77, 78",A,4,verified,verified,
ECK1696,b1698,JW1688,ydiR,"29, 30",B,6,verified,verified,
ECK1697,b1699,JW1689,ydiS,"29, 30",C,6,verified,verified,
ECK1698,b1700,JW1690,ydiT,"29, 30",D,6,verified,verified,
ECK1699,b1701,JW5910,ydiD,"87, 88",E,9,verified,verified,
ECK1700,b1702,JW1692,pps,"3, 4",A,3,mixture,verified,single colony isolates from odd plate were tested by external PCR
ECK1701,b1703,JW1693,ydiA,"81, 82",A,9,verified,verified,
ECK1702,b1704,JW1694,aroH,"41, 42",F,6,verified,verified,
ECK1703,b1705,JW1695,ydiE,"11, 12",D,8,verified,verified,
ECK1704,b1706,JW1696,ydiU,"19, 20",B,4,verified,verified,
ECK1705,b1707,JW1697,ydiV,"11, 12",E,8,verified,verified,
ECK1706,b1708,JW1698,nlpC,"45, 46",E,1,verified,verified,
ECK1707,b1709,JW1699,btuD,"55, 56",D,7,verified,verified,
ECK1708,b1710,JW1700,btuE,"55, 56",E,7,verified,verified,
ECK1709,b1711,JW1701,btuC,"55, 56",F,7,verified,verified,
ECK1710,b1712,JW1702,ihfA,"1, 2",D,10,verified,verified,
ECK1713,b1715,JW1705,pheM,"67, 68",F,2,verified,verified,1st-external
ECK1715,b1717,JW1707,rpmI,"57, 58",F,5,verified,verified,
ECK1719,b4535,JW5911,yniD,"67, 68",F,11,verified,verified,1st-external
ECK1720,b1722,JW1711,ydiY,"11, 12",F,8,verified,verified,
ECK1721,b1723,JW5280,pfkB,"77, 78",B,4,verified,verified,
ECK1722,b1724,JW1713,ydiZ,"31, 32",G,11,verified,verified,
ECK1723,b1725,JW1714,yniA,"17, 18",B,3,verified,verified,
ECK1724,b1726,JW1715,yniB,"11, 12",G,8,verified,verified,
ECK1725,b1727,JW1716,yniC,"23, 24",A,12,verified,verified,
ECK1726,b1728,JW5281,ydjM,"17, 18",G,9,verified,verified,
ECK1727,b1729,JW1718,ydjN,"55, 56",G,7,verified,use other isolate ,
ECK1728,b1730,JW1719,ydjO,"31, 32",H,11,verified,verified,
ECK1729,b1731,JW1720,cedA,"45, 46",F,10,verified,verified,
ECK1730,b1732,JW1721,katE,"45, 46",G,10,verified,verified,
ECK1731,b1733,JW1722,chbG,"11, 12",H,8,verified,verified,
ECK1732,b1734,JW1723,chbF,"51, 52",H,2,verified,verified,
ECK1733,b1735,JW1724,chbR,"1, 2",E,2,verified,verified,
ECK1734,b1736,JW1725,chbA,"55, 56",H,7,verified,verified,
ECK1735,b1737,JW1726,chbC,"55, 56",A,8,verified,verified,
ECK1736,b1738,JW1727,chbB,"55, 56",B,8,verified,verified,
ECK1737,b1739,JW1728,osmE,"45, 46",F,1,verified,verified,
ECK1739,b1741,JW1730,ydjQ,"79, 80",F,7,verified,verified,
ECK1740,b1742,JW1731,ydjR,"91, 92",H,2,verified,verified,
ECK1741,b1743,JW1732,spy,"29, 30",E,6,verified,verified,
ECK1742,b1744,JW1733,astE,"41, 42",G,6,verified,verified,
ECK1743,b1745,JW1734,astB,"41, 42",H,6,verified,verified,
ECK1744,b1746,JW5282,astD,"67, 68",G,11,verified,verified,
ECK1745,b1747,JW1736,astA,"41, 42",A,7,verified,verified,
ECK1746,b1748,JW1737,astC,"83, 84",C,8,verified,verified,
ECK1747,b1749,JW1738,xthA,"53, 54",G,2,verified,verified,
ECK1748,b1750,JW1739,ydjX,"29, 30",F,6,verified,verified,
ECK1749,b1751,JW5283,ydjY,"77, 78",C,4,verified,verified,
ECK1750,b1752,JW1741,ydjZ,"29, 30",G,6,verified,use other isolate ,
ECK1751,b1753,JW1742,ynjA,"31, 32",A,12,verified,verified,
ECK1752,b1754,JW5284,ynjB,"77, 78",D,4,verified,verified,
ECK1753,b1755,JW5285,ynjC,"77, 78",E,4,verified,verified,
ECK1754,b1756,JW5286,ynjD,"67, 68",H,11,verified,verified,
ECK1755,b1757,JW5287,ynjE,"77, 78",F,4,verified,verified,
ECK1756,b1758,JW1747,ynjF,"23, 24",B,12,verified,verified,
ECK1757,b1759,JW1748,nudG,"53, 54",H,2,verified,verified,
ECK1758,b1760,JW1749,ynjH,"11, 12",B,9,verified,verified,1st-external
ECK1759,b1761,JW1750,gdhA,"41, 42",B,7,use other isolate ,verified,
ECK1760,b1762,JW5288,ynjI,"77, 78",G,4,verified,verified,
ECK1761,b1763,JW1752,topB,"39, 40",H,7,verified,verified,
ECK1762,b1764,JW1753,selD,"57, 58",G,5,verified,verified,
ECK1763,b1765,JW1754,ydjA,"19, 20",B,11,verified,verified,
ECK1764,b1766,JW1755,sppA,"9, 10",B,1,verified,use other isolate ,
ECK1765,b1767,JW1756,ansA,"47, 48",D,5,verified,verified,
ECK1766,b1768,JW1757,pncA,"23, 24",C,12,verified,verified,
ECK1767,b1769,JW1758,ydjE,"55, 56",C,8,verified,verified,
ECK1768,b1770,JW1759,ydjF,"29, 30",A,7,verified,verified,
ECK1769,b1771,JW1760,ydjG,"29, 30",B,7,verified,verified,
ECK1770,b1772,JW5289,ydjH,"77, 78",H,4,verified,verified,
ECK1771,b1773,JW1762,ydjI,"19, 20",H,9,verified,verified,
ECK1772,b1774,JW1763,ydjJ,"29, 30",C,7,verified,verified,
ECK1773,b1775,JW5290,ydjK,"67, 68",A,12,verified,verified,
ECK1774,b1776,JW1765,ydjL,"33, 34",B,2,verified,verified,
ECK1775,b1777,JW1766,yeaC,"11, 12",D,9,verified,use other isolate ,1st-external
ECK1776,b1778,JW1767,yeaA,"19, 20",C,11,verified,verified,
ECK1778,b1780,JW1769,yeaD,"81, 82",A,5,verified,verified,
ECK1779,b1781,JW1770,yeaE,"29, 30",D,7,verified,verified,
ECK1780,b1782,JW1771,mipA,"5, 6",F,6,verified,verified,
ECK1781,b1783,JW1772,yeaG,"31, 32",B,1,verified,verified,
ECK1782,b1784,JW1773,yeaH,"81, 82",B,9,verified,verified,
ECK1783,b1785,JW1774,yeaI,"23, 24",E,12,verified,verified,
ECK1784,b1786,JW5291,yeaJ,"77, 78",A,5,verified,verified,
ECK1785,b1787,JW1776,yeaK,"11, 12",E,9,verified,verified,1st-external
ECK1787,b1789,JW1778,yeaL,"17, 18",G,12,verified,verified,
ECK1788,b1790,JW1779,yeaM,"29, 30",E,7,verified,verified,
ECK1789,b1791,JW1780,yeaN,"79, 80",G,7,verified,verified,
ECK1790,b1792,JW1781,yeaO,"17, 18",C,3,verified,verified,
ECK1791,b1793,JW1782,yoaF,"11, 12",F,9,verified,verified,1st-external
ECK1792,b1794,JW5292,yeaP,"77, 78",B,5,verified,verified,
ECK1793,b1795,JW1784,yeaQ,"81, 82",G,6,verified,verified,
ECK1794,b1796,JW1785,yoaG,"11, 12",G,9,use other isolate ,verified,1st-external
ECK1795,b1797,JW1786,yeaR,"11, 12",H,9,verified,use other isolate ,1st-external
ECK1796,b1798,JW1787,yeaS,"21, 22",G,4,verified,verified,
ECK1797,b1799,JW1788,yeaT,"7, 8",C,8,verified,verified,
ECK1798,b1800,JW1789,yeaU,"41, 42",C,7,verified,verified,
ECK1799,b1801,JW5293,yeaV,"67, 68",B,12,verified,verified,
ECK1800,b1802,JW5294,yeaW,"67, 68",C,12,verified,verified,
ECK1801,b1803,JW1792,yeaX,"51, 52",A,3,verified,verified,
ECK1802,b1804,JW1793,rnd,"53, 54",A,3,verified,verified,
ECK1803,b1805,JW1794,fadD,"31, 32",G,1,verified,verified,
ECK1804,b1806,JW1795,yeaY,"7, 8",D,3,verified,verified,
ECK1806,b1808,JW1797,yoaA,"7, 8",H,9,verified,verified,
ECK1807,b1809,JW5295,yoaB,"77, 78",C,5,verified,verified,
ECK1808,b1810,JW5296,yoaC,"77, 78",D,5,verified,verified,
ECK1809,b1811,JW1800,yoaH,"11, 12",A,10,verified,verified,
ECK1810,b1812,JW1801,pabB,"43, 44",B,5,verified,verified,
ECK1811,b1813,JW1802,yeaB,"23, 24",G,12,verified,verified,
ECK1812,b1814,JW1803,sdaA,"47, 48",E,5,verified,verified,
ECK1813,b1815,JW1804,yoaD,"81, 82",B,5,verified,verified,
ECK1814,b1816,JW1805,yoaE,"23, 24",H,12,verified,verified,
ECK1815,b1817,JW1806,manX,"55, 56",D,8,verified,verified,
ECK1816,b1818,JW1807,manY,"85, 86",E,6,verified,verified,
ECK1817,b1819,JW1808,manZ,"55, 56",E,8,verified,verified,
ECK1818,b1820,JW1809,yobD,"11, 12",B,10,verified,verified,
ECK1819,b1821,JW5830,yebN,"87, 88",F,9,verified,verified,
ECK1820,b1822,JW1811,rrmA,"57, 58",H,5,verified,verified,
ECK1821,b1823,JW1812,cspC,"63, 64",F,3,verified,verified,
ECK1822,b1824,JW1813,yobF,"83, 84",B,2,verified,verified,
ECK1823,b1825,JW1814,yebO,"11, 12",C,10,verified,verified,
ECK1824,b1826,JW1815,yobG,"31, 32",E,12,verified,verified,
ECK1825,b4536,JW5298,yobH,"67, 68",D,12,verified,verified,
ECK1826,b1827,JW1816,kdgR,"51, 52",B,3,verified,verified,
ECK1827,b1828,JW5299,yebQ,"67, 68",E,12,verified,verified,
ECK1828,b1829,JW1818,htpX,"9, 10",C,1,verified,verified,
ECK1829,b1830,JW1819,prc,"9, 10",D,1,mixture,mixture,
ECK1830,b1831,JW5300,proQ,"77, 78",F,5,verified,verified,
ECK1831,b1832,JW1821,yebR,"19, 20",C,4,verified,verified,
ECK1832,b1833,JW1822,yebS,"79, 80",B,8,verified,verified,
ECK1833,b1834,JW1823,yebT,"27, 28",H,7,verified,verified,
ECK1834,b1835,JW5301,yebU,"77, 78",G,5,verified,verified,
ECK1835,b1836,JW5302,yebV,"77, 78",H,5,verified,verified,
ECK1836,b1837,JW5303,yebW,"77, 78",A,6,verified,verified,
ECK1837,b1838,JW1827,pphA,"31, 32",C,1,verified,verified,
ECK1840,b1839,JW1828,yebY,"11, 12",F,10,verified,verified,
ECK1841,b1840,JW1829,yebZ,"11, 12",G,10,verified,use other isolate ,
ECK1842,b1841,JW1830,yobA,"89, 90",H,2,verified,verified,
